"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"19","RT @earthwatch_org: Small changes alone won’t stop climate change, but your actions are still worthwhile!",FALSE,0,NA,2022-02-26 18:56:45,FALSE,NA,"1497646837125169153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mimi_elder",2,TRUE,FALSE,NA,NA
"20","It's very discouraging to see Burnaby reps supporting this gross betrayal of stated committments to reconciliation… https://t.co/YnMfmNicYA",FALSE,0,NA,2022-02-26 18:56:41,TRUE,NA,"1497646819311964163",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dereksahota",0,FALSE,FALSE,NA,NA
"21","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:56:37,FALSE,NA,"1497646804250218497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","K_DUBB_80",602,TRUE,FALSE,NA,NA
"22","One thing that rarely gets mentioned in all this discussion about war, is how bad for the climate wars are. All tho… https://t.co/g1tx9uusaL",FALSE,0,NA,2022-02-26 18:56:35,TRUE,NA,"1497646796738379784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tom5731",0,FALSE,FALSE,NA,NA
"23","@MichaelDTubbs @POTUS @VP would be far better to have voting rights $15 minimum wage,George Floyd act,real climate… https://t.co/nDf1w7jEBR",FALSE,0,"MichaelDTubbs",2022-02-26 18:56:33,TRUE,"1497378736353673216","1497646787355549697","482708367","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vinyl4535",0,FALSE,FALSE,NA,NA
"24","@JHHolliday3 @luvSB1 And those missiles they're firing are not helping climate change. So Kerry says. 😆",FALSE,0,"JHHolliday3",2022-02-26 18:56:31,FALSE,"1497616529625546758","1497646777058615307","1417324590582296576","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","813Lou",0,FALSE,FALSE,NA,NA
"25","RT @theturner: At the end of a very dark week, I'm sure we could all use a double-dose of climate optimism. First up this excellent column…",FALSE,0,NA,2022-02-26 18:56:28,FALSE,NA,"1497646766992228355",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SHoenle",3,TRUE,FALSE,NA,NA
"26","@RepDLesko But this would hurt John Kerry's feelings about climate change....",FALSE,0,"RepDLesko",2022-02-26 18:56:26,FALSE,"1497617706568208394","1497646758624739328","996094929733652481","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PeterLoux",0,FALSE,FALSE,NA,NA
"27","RT @ABCGMA3: #GMA3's @ARobach snorkeled with sharks to learn about ways climate change could affect the spectacular wildlife in the Galapag…",FALSE,0,NA,2022-02-26 18:56:26,FALSE,NA,"1497646755755831296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SmileyTweetTV",2,TRUE,FALSE,NA,NA
"28","RT @matthewjdowd: I wrote this Thursday.  We are all interconnected and the universe keeps reminding us of this. From a global pandemic to…",FALSE,0,NA,2022-02-26 18:56:15,FALSE,NA,"1497646712189562886",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeontrezAlbury",15,TRUE,FALSE,NA,NA
"29","RT @matthewjdowd: I wrote this Thursday.  We are all interconnected and the universe keeps reminding us of this. From a global pandemic to…",FALSE,0,NA,2022-02-26 18:56:15,FALSE,NA,"1497646711786848258",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LognRun",15,TRUE,FALSE,NA,NA
"30","@JGerrings I agree but I have as much contempt for the fake conservatives including this useless government who are… https://t.co/8n008jVuOx",FALSE,0,"JGerrings",2022-02-26 18:56:11,TRUE,"1497643290413383684","1497646692354695172","1406586194604048386","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AvenueLord",0,FALSE,FALSE,NA,NA
"31","RT @rich_goldberg: Just Now: State Department spokesperson pledges US will continue to work with Russia in areas of key interest (presumabl…",FALSE,0,NA,2022-02-26 18:56:08,FALSE,NA,"1497646682506510340",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Anthony15770398",1257,TRUE,FALSE,NA,NA
"32","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:56:06,FALSE,NA,"1497646673711013895",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","basmarines",602,TRUE,FALSE,NA,NA
"33","Due to climate change, water pollutions &amp; pesticides -this is indeed a lie https://t.co/1PKwrwWwfi",FALSE,0,NA,2022-02-26 18:56:01,FALSE,NA,"1497646652886245380",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AloeVeraBunns",0,FALSE,FALSE,NA,NA
"34","@RealCandaceO Focus on climate change as well",FALSE,0,"RealCandaceO",2022-02-26 18:56:01,FALSE,"1497629570522132486","1497646652701745161","878247600096509952","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","buddy_sabas",0,FALSE,FALSE,NA,NA
"35","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:56:00,FALSE,NA,"1497646650008879104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MirEgal21",602,TRUE,FALSE,NA,NA
"36","RT @CelinaJiminVN: Climate Change, Most Handsome Actor, Most Loved K-pop Idol Cover The Netizens Report Serial - Digital Journal
#JiminMost…",FALSE,0,NA,2022-02-26 18:56:00,FALSE,NA,"1497646649753100292",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bighitstinks",21,TRUE,FALSE,NA,NA
"37","RT @UNICEF_Pakistan: @unicefchief @UNICEF @GovtofPakistan @PakFightsPolio @UNICEFROSA @UNICEFpolio In Islamabad, Catherine Russell discusse…",FALSE,0,NA,2022-02-26 18:55:57,FALSE,NA,"1497646635429548037",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Muhamma28491624",38,TRUE,FALSE,NA,NA
"38","RT @Reuters: WATCH: The UK has announced plans to boost investments in renewable and climate change projects in Nigeria, providing $13.6 mi…",FALSE,0,NA,2022-02-26 18:55:55,FALSE,NA,"1497646628835975168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TerajitS",19,TRUE,FALSE,NA,NA
"39","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:55:50,FALSE,NA,"1497646604937048070",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UConnHuskyTX",602,TRUE,FALSE,NA,NA
"40","HumanProgress: Some claim that capitalism is the nemesis of environmental progress. 

In reality, the market discip… https://t.co/rEeKCz9Q4j",FALSE,0,NA,2022-02-26 18:55:50,TRUE,NA,"1497646604370817028",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","tudor_jacob",0,FALSE,FALSE,NA,NA
"41","RT @mulindwa_guy: I plant trees because it leads charge on climate change adaptation, mitigation, and response, building a more sustainable…",FALSE,0,NA,2022-02-26 18:55:47,FALSE,NA,"1497646592471539714",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","delarunwoman",23,TRUE,FALSE,NA,NA
"42","Reminder: the science is not settled. Is it not enough to just care about clean air and water for us and the next g… https://t.co/hu9HjMjS4S",FALSE,0,NA,2022-02-26 18:55:45,TRUE,NA,"1497646586691665922",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","violanteofnaxos",0,FALSE,FALSE,NA,NA
"43","@Diamond61845143 @jonsoltz @AVindman Case of 'careful what you wish for'?
https://t.co/dFbrvYJuCE.",FALSE,0,"Diamond61845143",2022-02-26 18:55:45,FALSE,"1497645979822080006","1497646585966116871","1325159521187196930","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jeb2028",0,FALSE,FALSE,NA,NA
"44","RT @matthewjdowd: I wrote this Thursday.  We are all interconnected and the universe keeps reminding us of this. From a global pandemic to…",FALSE,0,NA,2022-02-26 18:55:40,FALSE,NA,"1497646563593793540",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JeanneSerafin",15,TRUE,FALSE,NA,NA
"45","RT @zbris6: My kid - like thousands of others - started her teens with a Brexit she didn’t get any say in and is finishing them with a pote…",FALSE,0,NA,2022-02-26 18:55:38,FALSE,NA,"1497646557751132163",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dolcevita_1402",439,TRUE,FALSE,NA,NA
"46","@CllrJonDavey Literally ""delivering climate change"" through your letter box.

Their leaflets are as incompetent as… https://t.co/QPfZ2tGk6f",FALSE,0,"CllrJonDavey",2022-02-26 18:55:33,TRUE,"1497637017760538624","1497646534774726661","313245672","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","richardpgcoe",0,FALSE,FALSE,NA,NA
"47","RT @kprather88: I can't think about anyone else but the people in Ukraine &amp; those dying and getting infected from an airborne pathogen that…",FALSE,0,NA,2022-02-26 18:55:30,FALSE,NA,"1497646523902877696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gatabrat",116,TRUE,FALSE,NA,NA
"48","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:55:29,FALSE,NA,"1497646518639210497",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TimNorrell1",602,TRUE,FALSE,NA,NA
"49","@hjelle_brian What still baffles me, or just depresses me, is that we know climate change/pollution/greed is killin… https://t.co/FnHDt1O2Rg",FALSE,0,"hjelle_brian",2022-02-26 18:55:24,TRUE,"1497318199754330114","1497646495901761537","2880447465","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","springbokVXOne",0,FALSE,FALSE,NA,NA
"50","RT @rich_goldberg: Just Now: State Department spokesperson pledges US will continue to work with Russia in areas of key interest (presumabl…",FALSE,0,NA,2022-02-26 18:55:23,FALSE,NA,"1497646492017827844",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","helenjojojojo",1257,TRUE,FALSE,NA,NA
"51","Coastal birds are in crisis, declining 70% in just the last 50 years due to climate change and development.… https://t.co/Ho9LANyVEc",FALSE,0,NA,2022-02-26 18:55:22,TRUE,NA,"1497646490637979653",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Nerfzilla",0,FALSE,FALSE,NA,NA
"52","RT @HerryNapit: Afghanistan: This is Taliban 2.0 

Watch. Share #Afghanistan #Taliban 

Top 5: Chechnya Climate Change Wirda Presiden Ukrai…",FALSE,0,NA,2022-02-26 18:55:15,FALSE,NA,"1497646457721012225",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HerryNapit",1,TRUE,FALSE,NA,NA
"53","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:55:14,FALSE,NA,"1497646453908553730",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IrishSteeler80",602,TRUE,FALSE,NA,NA
"54","Media &amp; DEMs have lied &amp; deceived-Fact.  Putin/Russia has invaded a free country - Fact. Biden is weak &amp; tried to l… https://t.co/PGwucbojoj",FALSE,0,NA,2022-02-26 18:55:14,TRUE,NA,"1497646453455523854",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","OnlyAmy24",0,FALSE,FALSE,NA,NA
"55","Eradicate covid, mitigate climate change, cure cancer, feed the hungry, shelter the homeless, first man in mars?

T… https://t.co/LWOnwoOHJl",FALSE,0,NA,2022-02-26 18:55:07,TRUE,NA,"1497646426360201222",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angeloparayno",0,FALSE,FALSE,NA,NA
"56","@Michell27963225 @SenSanders the useful idiots of climate change",FALSE,1,"Michell27963225",2022-02-26 18:55:01,FALSE,"1497641049967104005","1497646399122391040","784514873698902016","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nyc_infamouss",0,FALSE,FALSE,NA,NA
"57","RT @JoeSquawk: The Onion. Right? 

John Kerry urges Putin to not let Ukraine invasion distract from combating climate change - Washington T…",FALSE,0,NA,2022-02-26 18:55:00,FALSE,NA,"1497646397126066180",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidMavis11",120,TRUE,FALSE,NA,NA
"58","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:54:58,FALSE,NA,"1497646388833918977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhively38",602,TRUE,FALSE,NA,NA
"59","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:54:54,FALSE,NA,"1497646372253622275",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","patriotpromise2",602,TRUE,FALSE,NA,NA
"60","RT @CrankyGranny5: Never had so much rain. Cyclone water without wind. Trees and shrubs standing in liquid mud. Local member better not tel…",FALSE,0,NA,2022-02-26 18:54:54,FALSE,NA,"1497646369401544708",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maybelleb3",27,TRUE,FALSE,NA,NA
"61","@exstant2000 @amazingatheist Oh you mean they should all just become refugees? Maybe you're right? And maybe Ben Sh… https://t.co/66q9Fv7ZvT",FALSE,0,"exstant2000",2022-02-26 18:54:53,TRUE,"1497638324814680067","1497646365429563392","1318913040692240384","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ASPyr97",0,FALSE,FALSE,NA,NA
"62","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:54:46,FALSE,NA,"1497646336191176708",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JimmyMo1166",602,TRUE,FALSE,NA,NA
"63","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:54:41,FALSE,NA,"1497646317870493700",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Matthew237",602,TRUE,FALSE,NA,NA
"64","@Reuters When the Himalayan snowpack dwindles with climate change, and China takes the water, who will stand with I… https://t.co/tpXXGHStsM",FALSE,0,"Reuters",2022-02-26 18:54:40,TRUE,"1497622558937595909","1497646312459669504","1652541","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lordmalignance",0,FALSE,FALSE,NA,NA
"65","Back on the doors! Residents are responding to my message of fixing our healthcare system, addressing climate chang… https://t.co/tSmTNNEhDy",FALSE,0,NA,2022-02-26 18:54:31,TRUE,NA,"1497646274794999811",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KateDonaghue",0,FALSE,FALSE,NA,NA
"66","How many civilians dead, men women children, dogs, cats.what will b the outcome. Avoid WWIII at all costs. We stand… https://t.co/r7NxwnnRkL",FALSE,0,NA,2022-02-26 18:54:28,TRUE,NA,"1497646262664921089",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","joanharrisart",0,FALSE,FALSE,NA,NA
"67","commissioned an episode about climate change, used in the opening ceremony of the conference.[11][12]",FALSE,0,"adobetrashh",2022-02-26 18:54:26,FALSE,"1497646251315191814","1497646252657463296","1263940492410195969","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adobetrashh",0,FALSE,FALSE,NA,NA
"68","At the time of Gould's death, his YouTube channel had the most subscribers in the comedian category for the United… https://t.co/Q3dvTb0Hqk",FALSE,0,"adobetrashh",2022-02-26 18:54:25,TRUE,"1497646250048507910","1497646251315191814","1263940492410195969","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adobetrashh",0,FALSE,FALSE,NA,NA
"69","@CllrJonDavey Literally ""delivering climate change"" through your letter box. Their leaflets are as incompetent as t… https://t.co/QnLLjKkpJW",FALSE,0,"richardpgcoe",2022-02-26 18:54:21,TRUE,"1497645998222553090","1497646234504511492","65455330","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","richardpgcoe",0,FALSE,FALSE,NA,NA
"70","RT @matthewjdowd: I wrote this Thursday.  We are all interconnected and the universe keeps reminding us of this. From a global pandemic to…",FALSE,0,NA,2022-02-26 18:54:21,FALSE,NA,"1497646233078444037",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ty14561",15,TRUE,FALSE,NA,NA
"71","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:54:20,FALSE,NA,"1497646228984803331",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TRISHAKen",602,TRUE,FALSE,NA,NA
"72","RT @DeeperSickness: "" I don’t think [this is] a “New Cold War”...What we have now are a group of powerful countries jockeying for position…",FALSE,0,NA,2022-02-26 18:54:16,FALSE,NA,"1497646211758796800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RoblesFilipe",2,TRUE,FALSE,NA,NA
"73","RT @matthewjdowd: I wrote this Thursday.  We are all interconnected and the universe keeps reminding us of this. From a global pandemic to…",FALSE,0,NA,2022-02-26 18:54:08,FALSE,NA,"1497646176815910912",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WPCelebration",15,TRUE,FALSE,NA,NA
"74","Interesting topics talking about Climate Change &amp; Energy from two different POVs. The solutions vary on differing t… https://t.co/L9vTyomv8U",FALSE,0,NA,2022-02-26 18:54:07,TRUE,NA,"1497646173707911168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Honeybadgers44",0,FALSE,FALSE,NA,NA
"75","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:54:05,FALSE,NA,"1497646167018008578",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennife85178388",602,TRUE,FALSE,NA,NA
"76","@xriskology @curaffairs Yet even if longtermists were to come around to “caring” about climate change, this wouldn’… https://t.co/f5uuTbFXyc",FALSE,0,"ESpacewalk",2022-02-26 18:54:05,TRUE,"1497645947169513473","1497646165688569859","1136697983813136384","<a href=""https://hypefury.com"" rel=""nofollow"">Hypefury</a>","ESpacewalk",0,FALSE,FALSE,NA,NA
"77","@PMurany @wattsupwiththat Oh, this blog post has far worse factual errors than just that.

FAQ 8.1 How Important Is… https://t.co/0geoWZPgEu",FALSE,0,"PMurany",2022-02-26 18:54:00,TRUE,"1497634254250860544","1497646145719484421","1739834460","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jhgage1",0,FALSE,FALSE,NA,NA
"78","@biannagolodryga But…Putin has an all white army with no diversity training, no climate change training, no inclusi… https://t.co/KVnVHQUfMo",FALSE,0,"biannagolodryga",2022-02-26 18:53:59,TRUE,"1497586333870608390","1497646140266852352","14135350","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MJ2KO",0,FALSE,FALSE,NA,NA
"79","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:53:56,FALSE,NA,"1497646126538715136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jorgeza21966733",602,TRUE,FALSE,NA,NA
"80","RT @DanielTurnerPTF: The man who ran for president on shutting down American energy to combat climate change is currently at his beach hous…",FALSE,0,NA,2022-02-26 18:53:48,FALSE,NA,"1497646092573462529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dandean14701",602,TRUE,FALSE,NA,NA
"81","RT @matthewjdowd: I wrote this Thursday.  We are all interconnected and the universe keeps reminding us of this. From a global pandemic to…",FALSE,0,NA,2022-02-26 18:53:47,FALSE,NA,"1497646091021570059",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RosemaryFerreri",15,TRUE,FALSE,NA,NA
